,title,hits
387,"사케 비바! 전세계가 ‘절주’를 권할 때, 청년들에게 술 권하는 일본…왜? / 14F",443011
312,🍺박기량과 지상렬의 술 맞다이🍺,441706
593,시골집 아줌마 매운게 땡겨서 보쌈 1kg 에 실비김치 소주 먹어봤어요 미시 술먹방 Bossam /Silbi Kimchi/Soju/mukbang/sulmukbang,438951
542,술먹고 무단 침입한 불청객 상대하는 법 | Animation,432722
211,[풍자愛술 EP.11] 앉아서 4봉 순삭으로 끝장낸 비빔면ㅣ한우 채끝 등심+ 차돌박이까지ㅣ긴급 라이브까지 시청자들과 함께 해용~,431108
409,"증류식 소주 맛있게 마시는 방법, 보관법! / 초록병 소주처럼 마시면 돈 버리는 겁니다.",430846
572,만취해서 존잘 신입생 괴롭히는 여자선배들..(알콜트립 ep.12 신촌편),424227
282,여보 지는 사람이 오늘 둘째 낳기야,419964
256,내 카드 훔쳐서 몰래 술 먹는 여친 잡으러 가기,417479
101,※술꾼들은 주목!※ 🍻 건강한 음주습관 4가지 대.공.개. I #신신당부 EP.4 술과 건강,413136
398,걍 계속 술 마시고 놀고 먹는 브이로그,408047
371,[EN] 연극부VS윤코치 술배틀 배우들의 술 취한 찐텐션 감당 가능? Korean athlete and drama actors' soju mukbang,407132
91,[ENG/JPN] 대낮에 회식하면 생기는 일😂 더보이즈 낮술 텐션 미쳤다~! | 아이돌 인간극장,401461
553,자취방에서 점보도시락에 깡소주는 못참지! 혼술안주가 3160칼로리? 여자혼술러의 프로 술먹방 혼자 점보라면먹방 하는 간 큰 여자! koreans food mukbang,400431
69,"[풍자愛술 EP.9] 나는 부드러움을 즐기기로 했다!ㅣ 삼겹살에 한 번, 맥주에 한 번 ㅣ극강의 최애 조합에 미친 꿀맛! ㅣ오늘은 불판 펴놓고 앉아서 함께 즐겨야 한다구~",397991
281,술을 가장 맛있게 먹는 방법은?,396926
5,여태껏 몰랐던 술에 관한 모든 궁금증 해결! (아는 만큼 건강해져요!) / 슬기로운 음주 생활 / 명의가 알려주는 음주의 과학 / 책읽어주는여자 SODA's 건강 오디오북 ASMR,390802
41,여보 미안 다신 술 안 마실게,387465
415,술에 미친 누나들과 성수동 술집 투어 (알콜트립 ep.7 with 제희와 의문의 여자들),385230
176,주 4회 술🍺 마시는 아내 그럼 이제 남편은 독박 육아 중...? [안녕하세요]|KBS 180205 방송,376662
440,사장님이 알아서 주는 술안주..흥삼이랑 소주먹고 치킨에 맥주 2차 술먹방 야식이 먹방,374163
565,술 게임 수위가 너무 세다,372200
191,결혼못한 1인가구 싱글녀 본캐를 소개합니다.(ft내돈내산 삼겹살)ㅣkoreanfood MukbangㅣASMRㅣDrink aloneㅣeating show,369913
444,술 마신 미자는 안 잡혀가고 사장님만 잡혀가는 세상,368903
13,[#온앤오프] 연예계 레전드 주당들의 만남! 소문난 술메이트 신동엽X성시경 역대급 술방 모음🍻 이 조합을 티비에서 볼 줄이야.. | #편집자는,365379
188,[Playlist] 듣다보면 술이 땡기는🍺 노상어게인 음주 라이브 모음.zip🎤🎶,364453
241,퇴직 후 노후가 걱정되는 16년차 현실부부,364343
85,가족별 아빠가 술 취했을 때 반응ㅋㅋㅋ(ft.아빠가 집을 나간다면?),363488
284,유부남이 아내 몰래 술 먹는 방법,360237
154,개그맨 만사마 정만호의 짜장면 술먹방 #짜장면먹방 #혼술 #귀촌생활,347100
454,왜 남자랑만 술을 마시나요? 노선경: 여자는 주량이 안 맞기 때문. 이태원 음주 VLOG,344906
68,"[EN,JP] 럭비부랑 씨름부가 술을 마실때... 30년지기 친구들이 뭉쳤다 (그 때 그 얘기를 도대체 왜 하는거야?)",344140
181,전여친과 술마시면 생기는 일,343632
158,"위스키 초보 입문 가이드! / 입문용 위스키 추천, 알면 도움이 되는 위스키 상식까지, 이 영상 하나면 끝",341728
474,여푸 술먹는 폼 미쳤다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,340181
36,이 가격에 1위? 이마트 최고 가성비 소주는?,339668
164,여자들이 남자랑 단둘이 술 마실 때 하는 생각｜#술자리,337666
160,조유리 술터뷰,332389
295,물인가 소주인가! 술이 사라지는 마술 직관 버젼,322235
14,이세상 모든 술의 정체,316333
56,'술과 혈관건강' (이담외과 김현규),314052
63,인턴이 합방중에 술먹고 주사부리는게 맞아?,308818
448,쉬느날 아침부터 시장에서 혼술🤦‍♀️동동주에 파전+빈대떡 2차는 삼겹살에 소주 2병 광명시장 맛집투어 SOJU SUL MUKBANG,299765
362,운동하고 술 마시기vs 술 마시고 운동하기,295942
539,술찌질이 술로 혼내주기ㅋㅋㅋㅋ,295777
483,술 집에서 옆자리의 여자를 사랑하게된 여자,293050
534,술 만취해서 자는형 몰래 타투해주기ㅎㅎ,291276
31,[풍자愛술 EP.17] 다나카 기획자 김경욱!! 어딘가 익숙..?ㅣ최초로 숙취해소제💊 먹고 시작하는 술방ㅣ눈물 많은 김경욱... 눈물 글썽이던 사연,288796
196,#다이어트 D-66 다이어트중에 술 약속이 잡힌다면🍻 #shorts,288357
81,술을 한두 잔 마시는 것은 괜찮다? - 대한가정의학회 서울대보라매병원 오범조 & 고대구로병원 박효진,277460
8,술 마시다가 민정이의 갑작스러운 고백에 결국,272264
192,놀라운 조선시대 주량 ㄷㄷ 신기한 조선시대 음식문화 TOP5 3탄 [빠퀴2tv],272182
388,여자친구 몰래 술 먹는 방법!!!! 드디어 술 먹었다!!!!,269596
368,[SEVENTEEN] EP.3 썰을 품은 소주 브이라이브 (술븐틴 음주 브이라이브를 고잉 컨셉으로 줄여보았다),269205
443,남자가 호감 있을 때만 하는 술자리 플러팅,265956
298,술 먹고 다음날 운동 법 “근력 운동 vs 유산소 운동”,265701
205,하정우 술 먹방,262853
300,술 먹고 속이 안 좋을 때 숙취해소 꿀팁 #shorts,262773
407,술 먹고 사이버 렉카 조지러 왔다!!🔥🔥,261160
395,[TXT/투바투] 레전드 음주 라이브 (+범규의 재롱/ 귀여움 주의),260603
72,간경화가 걱정되는 46세 혼술유튜버.. 과연 한달 유튜브 수익은?,254542
430,새벽 2시.... 아내가 술에 취해서 들어왔다,253274
488,영도에서 술 먹방 중인 김해꼬마에게 구성회가 시비를..?,252764
285,[고화질원본] 라이브 미쳤다...😲 지아의 '술 한잔해요' | 케전드 | KBS 121012 방송,249139
354,개그맨 만사마 정만호의 돼지뒷고기 삼겹살 술먹방 #삼겹살먹방 #뒷고기먹방 #돼지특수부위먹방,247973
20,이 맥주는 꼭 드셔보세요! 편의점 맥주 월드컵 맥주만 20개 마셔봤습니다,244168
376,[4K][Live] Neon 김보경(Kim Bo Kyung)_지금 술 한잔 했어(Drink With Me Now),240784
100,평소에 술 안 마시는 남편vs술부심 일본인 아내의 대결..,238775
547,SUB) 자꾸 술찌한테 술 마시자고 조르는 동생 만취 개진상으로 조지기ㅋㅋㅋㅋㅋㅋ(feat. @제주도) 안구테러 오짐ㅋㅋㅋ,234740
149,[함잌병원 Full 🏣Ep11] 평생의 난제! 술과 담배. 둘 중 뭐가 더 나쁠까? 술 vs 담배,229543
506,"인당 20만원인 강남 고오급 일식집서 술 한잔 했습니다. 거기에 김민종과 김흥국까지 곁들인...(강남, 일식, 하늘아래서) [그리구라]",228998
393,화요XP는 정말 발베니만큼 맛있을까?,224436
537,10살차이 여동생과 술 마시면 생기는 일..,224361
163,매일 밤 보던 그녀와 술 마시기,224234
118,[꿀팁]술 권유 꿀팁,220255
453,신촌 노포꼬치집 닭꼬치 돼지껍데기 닭똥집 족발 닭발 술먹방 참이슬 카스 진로 새로 연세대 이화여대 서강대 학생들의 성지 korean mukbang eatings,217644
175,SUB) 고삐풀린 04년생의 마라맛 인생 첫 음주로그(마라샹궈/맥주/소주/술/스무살/mukbang) | [먹데이] - EP.12,215599
182,⚠️술찌가 함부로 술을 마시면 이렇게 위험합니다⚠️ | 트릭스의 감성술집 EP04. 술찌 편,213758
253,술을 개만취될때까지 먹으면 X가 됩니다 (ft 바닷가앞 인생곱창 안주),211646
23,"'나는 담배 피워도 자신 있어요, 담배 피운다고 폐암에 걸리나요?” 새해 금연에 성공할 수 있는 방법은 없을까? (KBS 20190104 방송)",207028
53,[MV] Cha ga eul(차가을) _ If you drink..(술),205893
494,술VLOG) 만취술방 소주 2병먹고 쓰러졌다,203738
518,공감 못하면 술 마셔야되는 '너 T야?'술게임ㅋㅋㅋ(feat.폭스클럽),203327
287,개그맨 만사마 정만호의 잔치국수 술먹방 #잔치국수 #잔치국수먹방 #귀촌생활,202654
248,술 취한 시청자들끼리 영상통화를 시켰더니?!ㅋㅋㅋ,202538
337,앙톡남 앞에서 술에 취한척을 하면 어떻게 될까,201525
75,술 마시면 개로 변하는 친누나,201316
396,오빠들 가둬놓고 2대1로 술 배틀 떴습니다,196698
238,면접보고 나온 회사 앞에서 보란듯이 술 까버린 이유 (회사 관계자는 시청금지),195309
24,"와인의 역사부터 레드와인, 화이트와인, 로제와인, 귀부와인, 아이스와인, 주정강화 와인까지! 와인 시리즈 한번에 보기 @SEMOJI",194711
296,술 못 마시는 여친 만나면 안 되는 이유... 노브라로 술 마심 ※만취한 흑역사 대방출⚡ 언제 삭제될지 모름,193890
419,스카이림에 나온 인류 최초의 술 리뷰합니다,193391
90,술 마셔도 살이 안찌는 방법 (with 고말숙),187008
438,돌아온 병잔한 고량주 원샷1병만(korea Soju Mukbang Bottoms up)병잔한,184864
389,비온다! 다~젖었네. . . 빗소리 들으면서 우중캠핑 술먹방 | 혼술 | 막걸리 | 무한리필간장게장 | 생선구이 | Koreans street food mukbang,183882
222,가성비 위스키 3가지로 하이볼 맛있게 만드는 방법 (구독자 이벤트🎉) / 하이볼 위스키 추천,167089
459,오빠들 그만 쳐다봐. . . 시장에서 간 천엽에 낮술 혼술 하는 여자 신기한가요? ㅣ혼술안주ㅣ수유시장 노포식당ㅣ포장마차 ㅣ술먹방 mukbang street food korea,166769
303,경상도 가족끼리 처음으로 술 마시면 생기는일,162288
546,미시 친구랑 계곡 물놀이후 낮부터 삼겹살 술먹방 ❤️ 혼술 아니라 넘 좋네요 더울땐 서울근교 계곡이죠 Korea Valley drinking mukbang,160792
71,이 양조장은 정말 상 줘야합니다. 진짜 제대로 만드는 막걸리 소개합니다!,157790
251,개그맨 만사마 정만호의 옥탑방 대패삼겹살 술먹방 #대패삼겹살 #대패삼겹살먹방 #냉동삼겹살먹방,156838
203,(2시간) 같이 술 마시는 느낌🍻 토크보다 술에 진심인 게스트들 | 인생술집,155627
110,술 (건강을 위해서),153966
480,"1인가구 결혼안한 싱글녀 일차먹고 땡 이차먹고 꽐라 (ft.내돈내산 진아구,회)ㅣkorean food MukbangㅣASMRㅣDrink aloneㅣeating show",148716
138,아침마다 술 마시는 술 중독 40대 중반 유부남,146607
18,새벽에 소주5병마셨습니다... [ Soju Mukbang ],145798
471,술 초콜릿 이제 그만...3번째다 #사케 #술초콜릿 #그만해,141922
155,술 (C2H5OH),139151
98,퇴근후 “만원”으로 혼술하는 처량한 독거녀! 쪽방에 먹을게 술과 김치밖에 없네 . . . 알콜중독자 술먹방 혼술안 주는 편의점도시락ㅣ김치사발면 ㅣ라면먹방 ㅣ막걸리ㅣ 소주,138029
374,하이볼 맛집에서 파는 하이볼 레시피! / 짐빔을 맛있게 마시는 4가지 방법,136007
109,술은 되는데...,135732
431,[ 악플 읽기 ]독거녀 외롭고 힘든 서울살이 단골 노포식당 포장마차에서 뒷고기로 혼술하는 여자! 여자혼자 고기먹방 Koreans street food mukbang,134034
58,아침8시 밥이 없어서 폭염에 뛰쳐나와 편의점 혼술 (집 나가면 개고생),132837
500,카페에서 미성년자랑 술파티하고 알바한테 치우라고 하는 일진 사장 영업정지시킴 | [루대숲] - 124번째 사연,129460
365,술 마신 다음날 운동 노하우(with.김성환),128330
200,술과 암 '한 잔 술도 암을 부른다' _ KBS 생로병사의 비밀,127710
328,트랜스젠더냐고요? 커밍아웃! 술 먹방ㅣ 혼술 ㅣ포장마차ㅣ낮술ㅣ알콜중독ㅣKorea drinking mukbang,127194
231,비투비가 불러주는 '술' 노래... 취한다....⭐️ I 본투비투비 EP.12 하이라이트 I Born TO BTOB,126970
511,술 취해 선 넘은 남자친구 [장기연애] - EP.04,122891
132,"[송국건TV] 검찰, “빼박 증거” 기습 제시? 이재명 13시간 조사!",118414
465,[여행vlog] 알콜 패밀리의 어떻게든 술 먹는 방콕 2박 3일 _ 태국 삼겹살+오키드쉐라톤호텔+카오산로드+숙소 술먹방+쌀국수+길거리음식+클럽 야경투어,115537
460,독거녀가 숲속에서 깡소주 3병 마신이유? 연봉 1300만원 삭감? 혼술을 끊을수가 없어! 술먹방 안주 삼겹살에 짱뚱어탕 !,113352
439,🥤소주 빨면서 대구 서문시장 먹방 브이로그 맛집 추천 매운양념어묵 순대꼬치 계란김밥 팔달포차 콩국 토스트 동성로 국일따로국밥 Alcohol mukbang vlog,111715
204,술 빼면 시체인 대학생의 일상,110653
427,🤍🍺🌊😵‍💫🤮🤍[새내기필독] MZ의 술게임🍺 | 좋아게임 배워가세요🙄,109904
244,결국 받아버린 고백 민교x민정 술먹방 2023.8.14 풀영상,109825
359,여자친구의 특이한 술 주정을 확인해봤습니다..,109025
552,술 한잔도 못마시는 시원 ㅋㅋ #술꾼도시여자들,107496
129,매일같이 술🍺과 함께 하루를 마무리 한다면 ?! 특히 혼술러들 주목! | 노승훈정신건강의학과전문의,106642
136,"🔥 [𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭] 술 마실때 들으면, 분위기 야해지는 알앤비 힙합",103726
137,허구헌날 술마시는 아내와 16년째 참아온 남편,103516
82,개그맨 만사마 정만호의 귀촌일기 귀촌생활 홍합탕 술먹방 #홍합 #cook #혼술 #낮술,101202
528,술 사들고 남자 선배 숙소를 찾아간 만취녀.. 무슨의미?! #남남 #전혜진 #최수영 #안재욱 #박성훈,99238
179,서울 남자가 경상도 여자와 결혼했을때,98901
490,35세 알콜중독자 이야기,95265
477,[음주로그] ‘망년회’ 해야지? 파티룸 빌려서 술 26병😵 텐션감당X.. 존잼vlog🥂,94663
221,개그맨 만사마 정만호의 귀촌일기 귀촌생활 비빔면 술먹방 #혼술 #cook #비빔면먹방,93508
343,찐따들의 아슬아슬한 술 게임하는 법 l 여자에 환장한 남자 EP. 28,92641
317,"서울살이 실패한 33세,, 엄마 식당에서 꽁술 먹다가 딱 걸렸습니다,, 먹방 브이로그 인생 순댓국 옹골네순대국 피탕김탕 김치피자탕수육 Alcohol mukbang vlog",91906
120,일주일에 술 몇 번 마셔요? 노선경: 8번이요.,88376
174,소주병째 다이렉트로 원샷 까는 04년생 술 먹방 | 폴로다레드의 성인식 Ep.1,88234
556,"삼겹살에 소주 한잔 하로 ""계곡""왔어요!시골아줌마 친구 술주하랑 💕술먹방 Pork belly and a glass of soju came to the valley",86948
402,"술마시면 X되는 공주님 조미연, 당신이 몰랐던 12가지 사실",86862
232,(SUB) 대 낮에 남자들 뿐인 술집에서 혼술 낮술을 즐기는 1인가구 독거녀 혼술안주(옛날통닭 아귀찜 /아구찜 맛집에서 통문어 술 먹방) Korea drinking mukbang,85608
9,살고 싶어지는 인생의 필살기 [시작하면 바로 술 끊어진다],80281
455,[Vlog] 남친 + 술 = 🐶 (ep14. 주은발의 서울유학),78871
89,개그맨 만사마 정만호의 귀촌일기 귀촌생활 골뱅이소면 술먹방 #골뱅이무침 #골뱅이소면 #골뱅이먹방,77642
482,🔥 비현실적 주량🔥 김희철의 황금비율(?) 폭탄주 제조 현장 공개 #술트리트파이터,75130
45,"""술 좀 마시지 말라니까요!"" 매일 술을 마셔야만 하는 시어머니와 남편. 술을 혐오해 집안에 있는 모든 술을 다 가져다 버리는 며느리에 오열한 시어머니│다문화 고부열전│알고e즘",74937
194,풍자님도 못 간 집‼️ 숙박비 아낀다고 당일치기 여행와서 4차까지 조진 수원 먹방 브이로그😋 명성돼지갈비 보성양대창 수원 맛집 추천 Alcohol mukbang vlog,74203
520,마라탕과 소주의 부작용,74132
59,❗️정말 술을 못 끊겠으면 필독❗️ 그나마 빈속에 마시지 말아야 할 알코올 과학 (KBS 20230419 방송),74105
315,일주일 내내 술 마시는 다이어트 유튜버,73467
43,"결혼못한 중소기업 비서,,말복은 스스로 책임질줄 아는 신녀성.(ft.범맥주)ㅣkoreanfood Mukbang soju/beerㅣASMRㅣDrink aloneㅣeating show",73017
605,결혼하고 싶은 남자가 있. . . 비 오는 날 빗소리 들으면서 피자에 막걸리 낮술 혼술 (술 먹방 취중진담) Korea drinking mukbang,71804
418,"+20kg 살크업,, 살이 찐 게 아니라 행복이 찐 거다🥰 실치회 먹방 브이로그 갑오징어회 멍게 해삼 장고항 실치축제 Alcohol mukbang vlog",71764
321,당뇨 무시하고 술을 계속 마셨더니 의사가 하는 말...,71581
373,대구 먹방 브이로그☀️ 강철 체력🔥 소주 10병 들이붓고 등산에 해장술 까지‼️ 대구 맛집 무침회 납작만두 걸리버 막창 갓바위 미나리 삼겹살 Alcohol mukbang vlog,71522
451,혼자 술을 마시면 처녀귀신이 나타나는 이유 [무서운이야기][이무이],70912
283,술 오래 마시는 법 #shorts,69968
145,진짜 맛있고 독특한데 사람들은 잘 모르는 제주도 술,69327
216,"자다깬 밤12시 슬리퍼 질질 끌고, 참이슬4병 개만취된 5단계 매운마라탕 힘들다...",67044
383,시골처녀🙋🏻‍♀️ 소주 빨대 꽂고 동대문 시장 먹방 브이로그😋 혼자 아침부터 밤까지 서울 맛집 탐방 탭샵바 와인 진옥화할매원조 닭한마리 Alcohol mukbang vlog,66798
180,"새벽 4시, 부지런한 사람이 술을 더 많이 먹는다‼️ 삼겹살 풀코스 먹방 브이로그 냉면 항정살 갈매기살 이제우린 불면증 Alcohol mukbang vlog",66272
83,한국에 이런 양조장이? 여긴 정말 꼭 가보세요,66239
151,술을 금지시켰더니 생긴 끔찍한 일들,63158
172,술 빨리 깨는 방법❗ 의사가 결론만👨‍🔬,60505
235,"33살 취준생, 면접 말아먹고 폭탄주 말아먹다가 골로 갔습니다,, 먹방 브이로그 양꼬치 양갈비 향라대하 계란볶음밥 고량주 맥주 고맥 혼술",60477
551,[#고독한미식가] 해질녘 방문한 선술집에서 술없이 즐거운 혼밥하기! 솜씨좋은 사장님의 골라먹는 오뎅탕 | 회 | 흰새우튀김 등,60191
202,저는 10년동안 알콜중독자였습니다,59844
456,"주취자 응급실, 정말 필요할까? 세금 낭비일까? / #일단가봐 / 비디오머그",59186
336,2주간 술을 끊었더니...,57642
316,"서울살이 실패 후 33살에 또 취준생,, 이력서 접수하고 해장술 갈깁니다,, 돈까스 냉면 먹방브이로그 제로슈가 선양 떡볶이 돈냉 Alcohol mukbang vlog",57431
305,홀로 생일을 맞이하는 1인가구 싱글녀를 위로해주는건...(ft.화락바베큐치킨)ㅣ Koreanfood MukbangㅣASMRㅣeating show,56677
611,'파란 병' 소주도 '초심 잡는' 소주도 이제 모두 16.9도! 목넘김 때문인 줄 알았는데...주류회사의 가격 인상 꼼수라고?! / 14F,56191
224,술 끊는 효과적인 방법 5가지ㅣ금주 단주 팁,55969
240,🚨숙취주의🚨 어제도 술처먹고 X바닥에서 잠들더니 눈 뜨자마자 또 염병하네🤦🏻‍♀️ 편의점 먹방 브이로그 컵라면 만두 참치마요 껍데기 Alcohol mukbang vlog,54750
467,"14년간 매일 술 먹은 나, 금주 한달 후 변화 7가지 (034/365)",54486
596,미시룩 입고 편의점 혼술 술먹방 6개월전 나는. . . Korea drinking mukbang,54470
67,술 건강하게 마시는 법! 매일 조금씩 마시는 술은 괜찮을까? 팩트 체크!,53749
73,돈 없어서 냉장고 털었어요! 먹을게 김치와 술 뿐인 독거녀의 쪽방같은 자취방에서 혼술 과 술먹방 혼술안주는떡볶이 족발 실비김치 먹방,52971
406,몸이 아파도 계속 일해야만 하는 47세 중년의 삶,52926
86,먹방 브이로그😋 세라야 너 그렇게 먹다간 뒤져…! / 인생 냉면 맛집 돈까스 양념막창 닭발 Mukbang vlog,52666
220,[메디팜약국]술 자주 마시면 내 몸이 이렇게 변해갑니다.,52357
377,[에이티즈 산] 술부심의 최후,51831
167,"에드머, 딕헌터 두 남자의 뜨겁고 끈적한 우정 그리고 술먹방",50315
260,"""해적들이 맛있는 거 마셨었네"", 3년 전이라 기억도 잘 안 나는 럼주 5종 비교 테이스팅",50069
441,미오탱과 커플 젠가 술먹방 (feat.만취한 미오탱) [23.05.04 #3],47852
262,"내가 술, 담배, 커피 끊은 이유",45749
219,7. 고혈압환자 술 마셔도 되나요? '고혈압과 술에 관한 모든 것'을 알려드립니다. (feat. 술 종류 별로(?) 알려 드립니다),45217
246,술을 끊어야 하는 이유 | 금주 9개월 신체 변화 | 금주 장점 6가지 | 술 끊는 법 3가지,42892
466,엄마 생신에 만원짜리 참이슬 먹는 효년🙋🏻‍♀️ 먹방 브이로그 😋 레스토랑 참치 샌드위치 해산물 매운탕 메기새우탕 생선구이 평택 공주 당진 Alcohol mukbang vlog,42284
449,친한 여캠들과 뒷소문 폭로 술먹방,41436
332,맞을까봐 사귀었다고? #맛만볼까 #먹방 #윤코치 #mukbang #koreanfood #술먹방 #drinking #첫사랑,40982
141,"🤯말도안돼.. 보드카, 사케도 전통주가 되는데 소주는 안되는 이유",40552
21,[주류 언더스탠딩 특별 모음집] 5시간 동안 술 이야기만 하는 영상 ※보다가 취할 수 있음 (명욱 교수 & 이승택 팀장 & 김태경 대표),40467
486,"술 먹고 쏘는 최종병기? ""잔치에 술이 빠질 순 없잖아요"" [뉴스.zip/MBC뉴스]",40417
347,같이 술 마시는 데 아이돌 해도 되겠다고 소리 들은 남동생과의 먹방 브이로그 🎤✨ (친동생 아님),39866
139,술 지금 당장 끊어야 하는 이유!! 금주의 효과와 방법!!,39631
140,땀흘리며 일하는 남편 앞에서 술상차리다 딱 걸렸습니다,36674
4,입문용 전통주 싹 정리했습니다! 전통주 추천 가이드,36056
103,술 끊는 가장 효과적인 방법.,34606
201,"술 한잔만 마셔도 불타는 얼굴, 결국 흡연보다 위험한 '이런 병'에 걸립니다. (이동환 원장 2부)",32167
325,술취해서 경찰이랑 집에 들어온 고딩 [NEW 상황극],31844
302,썰 마시고 술 푼 날🍻,31100
6,(개만취) 오후4시부터 치킨닭똥집 소주 안주로 달린 꽐라된 부산여자 VS 서울여자,31014
502,에헤이 조졌네 이거 퇴근후 맥주한잔도 쉽지 않네 . . . #술먹방 #혼술,29551
433,서울에서 모든술 다 먹어보기,28649
516,분위기가 너무 좋아서 저희 술 좀 마셨어요. [술김에 난생 처음 모르는 여성분들과 인터뷰도 하고 매장 사장님과 수다도 떨고],28635
255,"한국여행 2편🇰🇷윤숙희씨, 상남자1이랑 술을 많이 마셨어요!これが日本のオヤジの韓国旅行だ！",28131
358,[고화질] 영원한 스마일보이😉 이승기 - 사랑이 술을 가르쳐 I KBS 20111104,27916
294,술은 고혈압에 좋아요 (서울백병원 박현아 교수),27868
413,'아저씨 술' 위스키? 이제는 MZ세대 술 (2023.03.19/뉴스데스크/MBC),26295
484,이제 으른이라는 채원 술 광고,26273
1,한국에만 나온 한정판 앱솔루트 보드카!! 과연 그 맛은? 그리고 맛있는 칵테일,24649
195,[가로라이브] 차가을 - 술,24519
0,용왕님은 알콜성 지방간을 좋아해. 래빗홀 켄터키 스트레이트 버번위스키,24356
3,여행까이고 호텔에서 쏘맥 말고있는 결혼못한 1인가구 노처녀(ft.라마다호텔용인)ㅣkoreanfood Mukbang soju/beerㅣASMRㅣDrink alone,23907
249,술 좋아하는 여자를 걸러야 하는 이유,23643
532,프렌치 패러독스 [술 권하는 건강 토크쇼 혜화동 주치의 1],23555
422,[MV] 홍진영(Hong Jin Young) 술 한잔 해요,23020
517,소희x지구 술.트.파 출격! 술도녀 선배님들 술트파를 뒤집어놓으셨다!? #술트리트파이터,21487
102,유튜브 3년만에 처음으로 협박편지 받았습니다,20399
399,6개월 술 끊고 느낀 좋은점 4가지ㅣ금주 단주 효과,19961
478,술을 마시고 운전하다가 성별이 바껴버린 남자,19579
464,(혼술) 술 좀 끊고싶다.. 대낮인데 돼지갈비에 소주 2병.. 오늘도 ㅈ져따,19525
437,[TALK 쏘다] 속마음 털어놓기 위해 먹던 술.. 알코올중독까지? ｜#TALK 쏘다,19517
10,덥다🔥계곡에서 시원하게 벗고 모르는 아저씨들이랑 선녀탕에서 같이 놀기! 폭포가 있는 무료계곡에서 술먹방하는 혼술녀ㅣ족발 ㅣ라면ㅣ비화식,18787
311,"🫣일주일에 7일 술먹지만 알중은 아닌 음주브이로그|무쇠삼겹살,엽기닭볶음탕,양념숯불바베큐치킨,오일파스타,치즈함박스테이크,오무라이스,너구리라면,부대찌개",18400
632,와 여길 왜 이제 왔지?,17549
198,술 먹고 실수 했다는 걸그룹ㅋㅋㅋㅋ (feat.키썸),16228
629,완벽했던 1인 5만원 참치!,15919
445,강릉여행 먹투어하고 성수동 가서 술 때리는 먹방브이로그 🏖️ 청양들기름막국수 생갈비 조개찜 술먹방 장칼국수 두부김치 혼술 | 남편이랑 맛집 데이트 부부일상 Mukbang VLOG,15358
475,차가 사람이라면? - 술부심(feat.구아방),15301
210,술의 위험성1 (사람들은 잘 모르는 알콜의 무서움),15104
142,간단하게 해장하러 갔는데 밥이고 술이고 잘 들어간다,14355
171,"[ᴘʟᴀʏʟɪꜱᴛ] 노래에 취하는 기분, 🍷늦은 밤 술을 부르는 적당한 템포의 알콜 플리 l 𝗞-𝗥&𝗕 𝗣𝗟𝗔𝗬𝗟𝗜𝗦𝗧",14271
234,[이슈] 술 소비 8년 만에 증가…코로나 풀린 뒤 회식 증가·혼술 문화도 한몫/젊은 층엔 위스키 열풍/2023년 6월 30일(금)/KBS,13980
530,ETA 녹음 튜토리얼: 술 먹고 집에 왔는데 ETA가 부르고 싶어졌다. #shorts #윗유하우스,13745
545,아직 30대 여동생 깜짝 생일 파티 #먹방 #술먹방 #현실남매,13211
489,장수의 비결 [술 권하는 건강 토크쇼 혜화동 주치의 2],13136
372,"위스키는 ‘사치’가 아니라는 2030, 아빠술의 상징인 위스키가 왜 갑자기 젊은이들에게 인기일까?ㅣ수요시장",11991
615,#shorts 승빈이의 술꾼녀 연애 VS 결혼 PICK [술꾼개그우먼들 EP.46],11051
496,오행술은 실요적인 법술이다.#shorts #신선놀음,10994
318,술을 잘 마시면 간이 건강한 걸까? #shorts,10848
630,"고물가 시대에 안주 3,000원?",10835
394,[Playlist] 술 마실때 듣기 좋은 노래 : 소주 5차,10562
625,그래! 이런 곳이 진짜 실내포차!,10248
536,"안다쳐서 다행이지 정말, 다시 술 사러 가자",10153
357,[BTS] 민윤기 술마실때 습관 (자꾸 말하다가 술마시고 말 시키고 술마심) #민윤기 #슈가,10072
412,차가을 🐳 술 (가사),9578
161,캠핑가서 소주로 우주술 만들기!! (앉은뱅이술) #신혼생활 #캠핑 #술 #소주 #칵테일,9556
144,술과 건강을 동시에 잡기 가능?! #shorts,9270
554,술집 라이브 (근데 이제 술은 한방울도 안들어간),8918
610,하느님 아부지 부처님 알라신이시여 제가 사람 한명을 살렸읍니다 저 천국가는거죠?ㅋㅋ#극락완생 #천국 #고라니 #자라니 #블랙박스 #한문철 #더뉴그랜저,8241
621,☆영감이라는 것이 폭.발.한.다☆ 도시 남자 MINO가 광화문부터 녹사평까지 서울에서 즐기는 예술 모먼트😎｜#마이노선,8178
622,줄 서서 먹는 녹색탕! #shorts,8002
628,방콕 노포에서 혼자먹는데.. 앞자리 현지인이....,7363
391,[다큐 ‘가족’ 249회③] 술 좀 작작 마시라는 아내 잔소리에도 꿈쩍도 안 하는 할아버지,6572
564,"술 먹고 실려와선 '퍽퍽'…""어쩔 수가 없어요"" (자막뉴스) / SBS",6250
